objName,raMean,decMean,rMeanApMag,rMeanPSFMag,qualityFlag
string,ra,dec,float,float,integer
PSO J054450.400+205524.009,05 44 50.409,+20 55 23.99,21.312,22.353,53
PSO J054444.380+205729.202,05 44 44.383,+20 57 29.10,21.821,21.738,52
PSO J054454.505+210523.290,05 44 54.507,+21 05 23.25,19.267,19.246,60
PSO J054442.251+205935.204,05 44 42.252,+20 59 35.15,20.099,20.212,52
PSO J054534.993+205709.319,05 45 34.994,+20 57 09.29,19.573,19.541,52
PSO J054526.462+205446.108,05 45 26.470,+20 54 46.00,20.860,21.854,165
PSO J054534.969+210252.475,05 45 34.969,+21 02 52.42,19.306,19.269,52
PSO J054442.408+205908.366,05 44 42.407,+20 59 08.28,21.224,21.727,52
PSO J054520.486+210601.200,05 45 20.488,+21 06 01.21,21.936,21.736,52
PSO J054520.937+205401.466,05 45 20.938,+20 54 01.37,21.833,22.066,52
PSO J054450.951+205515.532,05 44 50.959,+20 55 15.40,22.456,21.868,52
PSO J054536.581+210157.357,05 45 36.583,+21 01 57.31,22.148,21.365,52
PSO J054537.872+210005.615,05 45 37.872,+21 00 05.57,17.624,17.620,60
PSO J054443.424+205802.022,05 44 43.426,+20 58 01.95,16.590,16.593,60
PSO J054502.965+210617.908,05 45 02.967,+21 06 17.92,19.356,20.401,165
PSO J054459.915+210604.281,05 44 59.914,+21 06 04.21,22.445,22.300,36
PSO J054450.709+210442.438,05 44 50.711,+21 04 42.40,19.925,19.917,52
PSO J054532.718+205613.146,05 45 32.717,+20 56 13.17,21.863,22.088,52
PSO J054514.649+205334.741,05 45 14.652,+20 53 34.68,19.237,19.209,52
PSO J054459.932+205355.560,05 44 59.934,+20 53 55.49,16.252,16.270,60
PSO J054536.909+205816.265,05 45 36.907,+20 58 16.17,21.475,21.564,52
PSO J054537.697+210050.143,05 45 37.698,+21 00 50.11,22.213,21.867,36
PSO J054524.487+210534.516,05 45 24.487,+21 05 34.48,18.803,18.814,60
PSO J054456.053+210539.096,05 44 56.055,+21 05 39.09,21.771,22.239,52
PSO J054500.425+210607.796,05 45 00.423,+21 06 07.71,21.183,22.039,36
PSO J054529.933+205525.802,05 45 29.940,+20 55 25.76,21.389,21.638,52
PSO J054512.433+205329.977,05 45 12.433,+20 53 29.98,22.094,21.092,32
PSO J054514.903+205334.571,05 45 14.905,+20 53 34.56,20.973,20.911,52
PSO J054533.110+210340.524,05 45 33.111,+21 03 40.52,20.911,21.637,36
PSO J054511.981+205329.431,05 45 11.982,+20 53 29.39,22.161,22.067,52
PSO J054529.459+210441.417,05 45 29.460,+21 04 41.42,21.290,22.108,32
PSO J054512.352+205329.664,05 45 12.355,+20 53 29.60,19.041,19.049,60
PSO J054503.197+205339.520,05 45 03.200,+20 53 39.47,20.308,20.308,52
PSO J054447.689+210357.371,05 44 47.692,+21 03 57.34,22.058,21.860,52
PSO J054445.203+210302.876,05 44 45.207,+21 03 02.86,21.747,21.742,52
PSO J054533.746+210328.397,05 45 33.747,+21 03 28.35,19.801,19.747,52
PSO J054447.522+210354.389,05 44 47.523,+21 03 54.35,20.026,20.020,52
PSO J054520.437+210604.155,05 45 20.439,+21 06 04.17,20.773,21.530,37
PSO J054537.912+205925.423,05 45 37.914,+20 59 25.37,16.843,16.840,60
PSO J054443.569+205748.022,05 44 43.571,+20 57 47.88,21.490,21.610,52
PSO J054447.668+210358.220,05 44 47.670,+21 03 58.19,18.768,19.747,37
PSO J054442.786+205823.630,05 44 42.787,+20 58 23.57,21.607,21.158,52
PSO J054533.353+210338.244,05 45 33.356,+21 03 38.23,21.597,21.418,52
PSO J054534.460+205647.158,05 45 34.461,+20 56 47.13,16.457,16.457,60
PSO J054505.398+210627.964,05 45 05.397,+21 06 27.90,21.655,22.208,37
PSO J054441.920+210005.580,05 44 41.919,+21 00 05.58,20.302,20.360,52
PSO J054442.099+205914.573,05 44 42.099,+20 59 14.49,21.134,22.040,53
PSO J054538.087+205955.574,05 45 38.090,+20 59 55.49,19.909,19.866,52
PSO J054445.384+205650.522,05 44 45.385,+20 56 50.52,22.400,21.737,32
PSO J054441.943+205938.881,05 44 41.943,+20 59 38.80,21.101,22.253,53
PSO J054533.634+205627.268,05 45 33.635,+20 56 27.19,20.882,20.905,164
PSO J054447.269+210351.504,05 44 47.263,+21 03 51.57,17.058,17.070,60
PSO J054504.517+210626.138,05 45 04.519,+21 06 26.13,21.110,21.220,52
PSO J054538.083+205942.091,05 45 38.083,+20 59 42.04,20.278,20.171,52
PSO J054444.154+210235.135,05 44 44.156,+21 02 35.09,21.428,21.507,52
PSO J054521.127+210601.674,05 45 21.127,+21 06 01.67,22.654,21.296,32
PSO J054517.226+210620.590,05 45 17.228,+21 06 20.62,21.965,22.080,52
PSO J054530.872+210424.143,05 45 30.872,+21 04 24.10,18.808,18.816,60
PSO J054536.907+210154.889,05 45 36.908,+21 01 54.89,21.437,21.570,32
PSO J054506.535+210630.927,05 45 06.537,+21 06 30.92,21.092,22.201,37
PSO J054524.498+210537.657,05 45 24.500,+21 05 37.66,21.022,21.074,52
PSO J054527.990+210503.008,05 45 27.992,+21 05 02.95,19.333,19.296,60
PSO J054521.170+210601.978,05 45 21.169,+21 06 01.94,20.363,20.265,52
PSO J054442.167+210059.785,05 44 42.168,+21 00 59.71,20.474,20.733,37
PSO J054531.171+205540.128,05 45 31.170,+20 55 40.12,20.081,20.081,52
PSO J054507.150+210632.652,05 45 07.148,+21 06 32.60,20.936,21.352,52
PSO J054501.545+210616.517,05 45 01.547,+21 06 16.48,19.812,19.785,52
PSO J054510.552+205325.495,05 45 10.555,+20 53 25.42,18.967,19.003,52
PSO J054525.653+205431.929,05 45 25.654,+20 54 31.82,20.247,20.740,53
PSO J054450.125+205520.319,05 44 50.124,+20 55 20.15,21.374,22.092,53
PSO J054522.787+205408.187,05 45 22.789,+20 54 08.18,21.167,21.082,52
PSO J054526.058+205435.469,05 45 26.060,+20 54 35.44,17.579,17.589,60
PSO J054529.229+205511.240,05 45 29.232,+20 55 11.15,21.361,22.028,52
PSO J054451.515+205501.395,05 44 51.516,+20 55 01.22,21.736,21.797,52
PSO J054441.761+210007.323,05 44 41.761,+21 00 07.25,18.040,18.845,37
PSO J054535.963+205724.252,05 45 35.964,+20 57 24.20,20.985,21.378,36
PSO J054519.557+210612.347,05 45 19.559,+21 06 12.31,21.485,21.726,52
PSO J054520.918+205355.148,05 45 20.921,+20 53 55.12,17.628,17.620,60
PSO J054535.947+210236.900,05 45 35.946,+21 02 36.80,21.337,21.427,52
PSO J054507.447+210634.190,05 45 07.449,+21 06 34.20,20.875,21.669,37
PSO J054525.729+205431.174,05 45 25.729,+20 54 31.17,20.183,20.336,32
PSO J054531.771+210412.729,05 45 31.772,+21 04 12.72,22.060,21.617,52
PSO J054536.793+205753.587,05 45 36.794,+20 57 53.55,18.698,18.702,52
PSO J054515.474+210628.549,05 45 15.474,+21 06 28.51,20.614,20.509,52
PSO J054502.617+210622.314,05 45 02.619,+21 06 22.30,21.144,21.190,52
PSO J054447.295+205603.995,05 44 47.297,+20 56 03.92,17.583,17.602,60
PSO J054529.514+210446.860,05 45 29.514,+21 04 46.86,21.565,21.780,32
PSO J054537.230+205812.825,05 45 37.230,+20 58 12.78,20.070,20.089,52
PSO J054528.189+205456.746,05 45 28.195,+20 54 56.64,21.289,22.142,165
PSO J054505.100+210630.280,05 45 05.097,+21 06 30.24,21.550,21.340,52
PSO J054537.542+210131.156,05 45 37.542,+21 01 31.11,18.968,19.022,52
PSO J054529.785+210443.456,05 45 29.785,+21 04 43.46,21.308,21.643,32
PSO J054450.973+210453.548,05 44 50.972,+21 04 53.52,21.785,21.489,52
PSO J054535.392+210255.443,05 45 35.392,+21 02 55.41,20.116,20.012,52
PSO J054526.113+210526.152,05 45 26.114,+21 05 26.15,20.998,20.799,32
PSO J054511.086+205323.735,05 45 11.088,+20 53 23.70,21.080,21.081,52
PSO J054538.041+205904.634,05 45 38.042,+20 59 04.59,18.767,18.763,52
PSO J054445.876+205632.202,05 44 45.878,+20 56 32.13,16.003,16.013,60
PSO J054518.908+205343.556,05 45 18.908,+20 53 43.44,21.069,21.805,36
PSO J054456.069+210545.567,05 44 56.069,+21 05 45.57,25.248,21.753,32
PSO J054441.922+210054.538,05 44 41.925,+21 00 54.47,19.132,19.083,52
PSO J054516.806+210625.340,05 45 16.806,+21 06 25.32,21.338,20.968,52
PSO J054533.966+210332.218,05 45 33.966,+21 03 32.16,16.422,16.452,60
PSO J054537.103+210156.968,05 45 37.104,+21 01 56.91,16.094,16.102,60
PSO J054441.670+210020.214,05 44 41.671,+21 00 20.16,20.516,21.567,52
PSO J054528.460+210501.846,05 45 28.462,+21 05 01.81,20.308,20.232,52
PSO J054537.756+210122.489,05 45 37.764,+21 01 22.45,17.443,17.701,53
PSO J054444.785+210302.565,05 44 44.787,+21 03 02.53,22.104,21.704,52
PSO J054517.333+205336.218,05 45 17.338,+20 53 36.11,21.974,22.182,52
PSO J054452.238+210510.075,05 44 52.240,+21 05 10.06,21.720,21.648,52
PSO J054448.071+205547.826,05 44 48.073,+20 55 47.74,19.823,19.897,52
PSO J054531.588+210418.174,05 45 31.588,+21 04 18.12,17.260,17.238,60
PSO J054511.722+205323.096,05 45 11.723,+20 53 23.11,21.340,21.437,52
PSO J054533.385+205614.549,05 45 33.388,+20 56 14.50,20.302,20.224,52
PSO J054519.839+205346.955,05 45 19.842,+20 53 46.94,20.509,20.468,52
PSO J054537.976+205851.320,05 45 37.976,+20 58 51.32,22.305,21.894,32
PSO J054526.178+210527.066,05 45 26.179,+21 05 27.02,18.932,19.390,61
PSO J054528.006+210507.860,05 45 28.006,+21 05 07.82,20.581,20.438,52
PSO J054502.180+205337.509,05 45 02.182,+20 53 37.44,16.324,16.328,60
PSO J054455.720+205415.979,05 44 55.724,+20 54 15.92,17.765,17.762,60
PSO J054442.543+205816.910,05 44 42.547,+20 58 16.82,19.212,19.178,52
PSO J054442.246+210127.025,05 44 42.249,+21 01 27.01,20.087,20.043,52
PSO J054537.835+210121.671,05 45 37.835,+21 01 21.67,17.965,17.337,32
PSO J054446.950+205606.816,05 44 46.949,+20 56 06.72,18.436,19.096,36
PSO J054441.552+210005.546,05 44 41.552,+21 00 05.47,19.718,19.529,36
PSO J054457.033+210554.744,05 44 57.034,+21 05 54.72,20.092,19.929,52
PSO J054511.361+210637.994,05 45 11.363,+21 06 38.01,19.273,19.843,37
PSO J054537.355+210150.170,05 45 37.355,+21 01 50.14,21.730,21.834,52
PSO J054447.398+205557.918,05 44 47.397,+20 55 57.83,21.560,21.606,52
PSO J054536.571+205736.921,05 45 36.573,+20 57 36.88,19.961,19.863,52
PSO J054500.871+205342.292,05 45 00.874,+20 53 42.21,18.812,18.791,52
PSO J054521.366+205354.378,05 45 21.367,+20 53 54.33,20.506,20.412,52
PSO J054442.109+210121.238,05 44 42.111,+21 01 21.20,21.268,21.076,52
PSO J054505.580+210634.147,05 45 05.577,+21 06 34.08,20.507,21.532,52
PSO J054457.389+205402.466,05 44 57.388,+20 54 02.30,21.450,21.536,52
PSO J054534.697+210318.994,05 45 34.697,+21 03 18.99,17.125,18.005,36
PSO J054527.394+210516.015,05 45 27.395,+21 05 16.02,19.370,20.060,36
PSO J054537.182+210159.791,05 45 37.183,+21 01 59.79,21.216,21.715,32
PSO J054448.318+205541.250,05 44 48.317,+20 55 41.16,21.205,22.158,37
PSO J054509.549+205321.069,05 45 09.547,+20 53 20.96,21.574,21.496,52
PSO J054537.763+210130.492,05 45 37.763,+21 01 30.45,20.491,21.302,53
PSO J054512.937+210637.101,05 45 12.937,+21 06 37.07,16.578,16.582,60
PSO J054531.910+205544.787,05 45 31.910,+20 55 44.71,21.479,21.379,52
PSO J054443.232+205742.664,05 44 43.232,+20 57 42.57,22.739,21.976,52
PSO J054537.891+210123.155,05 45 37.893,+21 01 23.07,13.844,13.883,60
PSO J054533.980+210336.217,05 45 33.981,+21 03 36.23,20.096,20.270,52
PSO J054500.928+210618.681,05 45 00.929,+21 06 18.65,21.225,21.221,52
PSO J054455.178+205418.940,05 44 55.177,+20 54 18.83,22.545,21.787,164
PSO J054520.195+210613.025,05 45 20.196,+21 06 13.02,21.647,22.152,52
PSO J054524.900+205419.454,05 45 24.901,+20 54 19.34,17.094,15.826,36
PSO J054525.228+205422.204,05 45 25.228,+20 54 22.09,14.159,14.350,37
PSO J054537.038+210208.265,05 45 37.038,+21 02 08.22,20.624,20.545,52
PSO J054533.823+210340.351,05 45 33.822,+21 03 40.36,21.729,21.299,52
PSO J054510.560+210639.689,05 45 10.562,+21 06 39.67,20.197,20.027,52
PSO J054445.041+205645.628,05 44 45.045,+20 56 45.57,21.097,20.913,52
PSO J054449.186+205525.999,05 44 49.188,+20 55 25.93,17.041,17.057,60
PSO J054508.992+210639.966,05 45 08.977,+21 06 40.01,22.381,21.905,52
PSO J054441.417+205956.579,05 44 41.417,+20 59 56.50,21.177,22.366,37
PSO J054456.729+210554.573,05 44 56.729,+21 05 54.56,21.197,21.151,52
PSO J054457.396+205400.880,05 44 57.395,+20 54 00.76,21.613,21.849,52
PSO J054456.724+210554.609,05 44 56.726,+21 05 54.57,21.214,21.235,36
PSO J054447.054+210358.918,05 44 47.055,+21 03 58.89,19.219,19.220,52
PSO J054511.774+205320.387,05 45 11.773,+20 53 20.29,22.030,21.960,52
PSO J054451.543+205454.259,05 44 51.542,+20 54 54.15,22.328,22.277,52
PSO J054530.364+205518.713,05 45 30.365,+20 55 18.66,21.126,21.328,52
PSO J054459.108+210610.642,05 44 59.109,+21 06 10.62,14.867,14.878,60
PSO J054441.641+205905.350,05 44 41.646,+20 59 05.26,20.512,20.069,60
PSO J054534.465+210328.232,05 45 34.466,+21 03 28.19,19.207,19.181,52
PSO J054449.408+205521.677,05 44 49.410,+20 55 21.61,19.499,19.543,52
PSO J054441.422+205934.588,05 44 41.429,+20 59 34.61,20.989,21.579,52
PSO J054450.479+205506.810,05 44 50.486,+20 55 06.66,21.300,21.689,52
PSO J054445.036+210316.631,05 44 45.038,+21 03 16.59,22.273,21.982,52
PSO J054441.755+210106.428,05 44 41.755,+21 01 06.43,20.539,21.021,33
PSO J054455.024+210542.003,05 44 55.028,+21 05 42.00,21.141,21.712,53
PSO J054537.639+210145.459,05 45 37.642,+21 01 45.40,20.491,20.454,52
PSO J054523.506+205406.025,05 45 23.508,+20 54 06.02,20.232,20.464,52
PSO J054530.842+205524.563,05 45 30.844,+20 55 24.54,18.624,18.603,60
PSO J054537.214+205754.203,05 45 37.217,+20 57 54.13,19.375,19.403,60
PSO J054500.700+210619.786,05 45 00.700,+21 06 19.76,21.684,21.679,52
PSO J054447.003+205600.353,05 44 47.005,+20 56 00.28,19.173,19.053,60
PSO J054455.014+210542.120,05 44 54.991,+21 05 42.33,21.153,21.585,37
PSO J054453.358+205432.878,05 44 53.357,+20 54 32.79,20.197,20.186,52
PSO J054524.407+205412.647,05 45 24.407,+20 54 12.54,19.614,19.924,37
PSO J054529.690+205507.720,05 45 29.688,+20 55 07.59,20.915,21.715,36
PSO J054510.890+205318.269,05 45 10.890,+20 53 18.14,21.081,21.423,36
PSO J054454.886+210542.126,05 44 54.886,+21 05 42.07,20.869,21.753,36
PSO J054441.545+210055.480,05 44 41.547,+21 00 55.47,21.366,21.211,52
PSO J054523.568+205405.453,05 45 23.569,+20 54 05.45,22.724,22.035,32
PSO J054502.770+205330.771,05 45 02.769,+20 53 30.66,21.685,21.963,52
PSO J054441.288+205944.356,05 44 41.287,+20 59 44.28,21.072,22.237,37
PSO J054458.781+205349.586,05 44 58.783,+20 53 49.53,21.341,21.216,52
PSO J054459.025+210612.045,05 44 59.025,+21 06 12.05,19.177,19.348,33
PSO J054511.261+210642.168,05 45 11.262,+21 06 42.20,22.028,21.723,52
PSO J054535.347+205650.248,05 45 35.348,+20 56 50.18,20.649,20.668,164
PSO J054448.893+210433.607,05 44 48.895,+21 04 33.58,19.116,19.117,52
PSO J054518.731+205336.417,05 45 18.743,+20 53 36.32,22.092,22.131,52
PSO J054515.606+210635.095,05 45 15.608,+21 06 35.06,21.804,21.553,52
PSO J054443.046+205738.866,05 44 43.053,+20 57 38.74,19.603,19.576,52
PSO J054450.980+205457.535,05 44 50.983,+20 54 57.48,20.265,20.343,52
PSO J054519.366+210621.199,05 45 19.366,+21 06 21.20,20.482,20.336,32
PSO J054518.572+205335.227,05 45 18.575,+20 53 35.19,21.510,21.488,52
PSO J054533.356+205604.442,05 45 33.356,+20 56 04.44,23.446,21.670,32
PSO J054524.035+205408.148,05 45 24.035,+20 54 08.04,21.271,20.985,32
PSO J054442.476+210158.909,05 44 42.477,+21 01 58.86,19.319,18.558,32
PSO J054454.903+205416.699,05 44 54.903,+20 54 16.59,22.165,22.116,52
PSO J054457.400+210602.722,05 44 57.403,+21 06 02.74,21.558,21.839,36
PSO J054456.962+210559.895,05 44 56.961,+21 05 59.82,20.947,21.507,36
PSO J054536.362+205717.315,05 45 36.363,+20 57 17.28,18.791,18.767,60
PSO J054441.549+210104.254,05 44 41.550,+21 01 04.21,17.365,17.363,60
PSO J054441.246+205933.020,05 44 41.246,+20 59 32.94,21.117,21.629,52
PSO J054509.506+210643.673,05 45 09.508,+21 06 43.65,20.887,20.696,52
PSO J054451.515+205450.143,05 44 51.515,+20 54 50.05,21.819,21.620,52
PSO J054448.010+205538.593,05 44 48.009,+20 55 38.50,21.213,22.272,37
PSO J054521.154+205347.276,05 45 21.156,+20 53 47.22,18.084,18.069,60
PSO J054532.627+210411.336,05 45 32.628,+21 04 11.28,18.443,18.455,60
PSO J054527.278+205436.050,05 45 27.280,+20 54 36.02,15.373,15.380,60
PSO J054524.518+210549.856,05 45 24.518,+21 05 49.82,20.538,20.430,52
PSO J054453.135+205431.563,05 44 53.136,+20 54 31.50,19.257,19.231,60
PSO J054505.419+210639.541,05 45 05.420,+21 06 39.54,20.819,21.225,32
PSO J054447.084+210406.975,05 44 47.085,+21 04 06.95,21.285,21.285,52
PSO J054457.737+210606.699,05 44 57.739,+21 06 06.68,20.951,21.491,36
PSO J054536.519+210241.519,05 45 36.520,+21 02 41.51,19.393,19.843,36
PSO J054526.037+205423.123,05 45 26.040,+20 54 23.07,19.720,19.937,52
PSO J054441.098+210014.663,05 44 41.099,+21 00 14.62,16.845,16.861,60
PSO J054456.849+205359.334,05 44 56.851,+20 53 59.28,20.671,20.687,52
PSO J054535.433+210313.012,05 45 35.434,+21 03 13.02,21.471,21.242,52
PSO J054535.982+205701.920,05 45 35.982,+20 57 01.89,15.378,15.382,60
PSO J054442.685+205746.537,05 44 42.688,+20 57 46.44,20.366,20.325,52
PSO J054447.507+205545.093,05 44 47.509,+20 55 45.03,20.306,20.271,52
PSO J054449.963+210452.563,05 44 49.963,+21 04 52.54,21.238,21.138,52
PSO J054529.081+210504.857,05 45 29.082,+21 05 04.85,22.600,22.131,52
PSO J054508.244+210644.671,05 45 08.246,+21 06 44.69,21.294,22.012,36
PSO J054450.462+205500.887,05 44 50.464,+20 55 00.83,18.883,18.890,52
PSO J054441.350+210059.472,05 44 41.351,+21 00 59.40,22.285,21.978,52
PSO J054519.205+210624.573,05 45 19.207,+21 06 24.59,21.869,21.439,36
PSO J054528.962+210506.822,05 45 28.962,+21 05 06.78,21.886,21.785,52
PSO J054518.229+210629.276,05 45 18.229,+21 06 29.24,13.763,13.778,60
PSO J054443.322+210238.891,05 44 43.321,+21 02 38.88,18.940,18.956,60
PSO J054514.881+205319.818,05 45 14.881,+20 53 19.81,21.006,21.078,52
PSO J054441.012+205951.866,05 44 41.012,+20 59 51.78,21.564,22.366,37
PSO J054538.997+205956.926,05 45 38.997,+20 59 56.91,21.368,21.077,52
PSO J054538.185+210136.451,05 45 38.185,+21 01 36.30,21.516,21.299,53
PSO J054538.511+205844.983,05 45 38.512,+20 58 44.94,14.544,14.552,60
PSO J054512.558+205315.355,05 45 12.557,+20 53 15.24,21.552,21.932,52
PSO J054506.109+205317.328,05 45 06.111,+20 53 17.30,19.484,19.461,52
PSO J054458.590+210613.752,05 44 58.591,+21 06 13.73,15.711,15.715,60
PSO J054530.266+210451.000,05 45 30.267,+21 04 51.02,20.814,21.605,52
PSO J054452.952+210529.092,05 44 52.953,+21 05 29.07,19.023,18.996,52
PSO J054453.015+210529.775,05 44 53.015,+21 05 29.78,22.697,22.395,32
PSO J054520.276+205339.822,05 45 20.279,+20 53 39.76,17.477,17.484,60
PSO J054538.964+205931.668,05 45 38.966,+20 59 31.62,18.349,18.318,60
PSO J054452.063+210519.996,05 44 52.064,+21 05 19.97,19.497,19.494,52
PSO J054538.856+210046.878,05 45 38.857,+21 00 46.83,16.328,16.339,60
PSO J054534.912+210329.417,05 45 34.912,+21 03 29.38,15.120,15.142,60
PSO J054451.713+210516.271,05 44 51.716,+21 05 16.25,21.803,22.032,36
PSO J054451.712+210516.275,05 44 51.716,+21 05 16.26,21.720,21.789,52
PSO J054513.978+205317.105,05 45 13.978,+20 53 16.96,21.115,21.815,164
PSO J054530.629+210446.698,05 45 30.627,+21 04 46.65,20.516,20.625,60
PSO J054441.255+210059.739,05 44 41.256,+21 00 59.66,23.965,21.929,36
PSO J054508.970+210646.992,05 45 08.971,+21 06 46.96,18.514,18.523,60
PSO J054455.683+210554.586,05 44 55.684,+21 05 54.56,16.811,16.814,60
PSO J054538.585+210115.721,05 45 38.585,+21 01 15.66,19.026,19.027,52
PSO J054505.204+210641.838,05 45 05.203,+21 06 41.80,20.245,21.335,52
PSO J054538.304+210135.881,05 45 38.304,+21 01 35.85,20.956,21.650,37
PSO J054539.113+205948.851,05 45 39.114,+20 59 48.80,20.332,20.245,52
PSO J054452.979+210531.121,05 44 52.982,+21 05 31.12,21.153,21.547,32
PSO J054539.029+210034.431,05 45 39.029,+21 00 34.38,16.837,16.840,60
PSO J054441.676+210135.683,05 44 41.676,+21 01 35.66,21.462,21.414,52
PSO J054440.865+205959.901,05 44 40.866,+20 59 59.83,17.948,17.933,32
PSO J054525.824+205417.480,05 45 25.828,+20 54 17.42,19.529,19.622,53
PSO J054534.489+210341.491,05 45 34.492,+21 03 41.46,22.258,21.974,52
PSO J054520.731+205340.428,05 45 20.732,+20 53 40.43,20.389,20.445,32
PSO J054449.448+205510.392,05 44 49.450,+20 55 10.33,19.365,19.335,52
PSO J054505.634+205316.236,05 45 05.634,+20 53 16.10,21.754,22.287,52
PSO J054504.625+210641.702,05 45 04.626,+21 06 41.67,19.207,19.239,52
PSO J054534.520+205618.375,05 45 34.520,+20 56 18.38,21.698,20.894,32
PSO J054500.410+210626.092,05 45 00.414,+21 06 26.10,20.414,20.833,36
PSO J054524.969+210551.012,05 45 24.968,+21 05 50.98,20.457,20.355,52
PSO J054534.088+210351.142,05 45 34.088,+21 03 51.09,20.084,19.996,52
PSO J054538.459+205828.688,05 45 38.462,+20 58 28.64,19.742,19.736,52
PSO J054518.997+205330.849,05 45 18.998,+20 53 30.85,21.332,21.858,33
PSO J054453.909+210541.497,05 44 53.910,+21 05 41.48,19.827,19.829,52
PSO J054441.638+205822.094,05 44 41.639,+20 58 22.00,22.334,22.209,52
PSO J054443.445+205709.548,05 44 43.441,+20 57 09.49,20.608,21.465,53
PSO J054535.062+210331.070,05 45 35.062,+21 03 31.07,19.978,20.252,32
PSO J054536.732+205713.704,05 45 36.731,+20 57 13.66,21.374,21.190,52
PSO J054441.212+205845.830,05 44 41.215,+20 58 45.78,20.720,20.537,52
PSO J054533.948+205604.469,05 45 33.949,+20 56 04.42,17.264,17.265,60
PSO J054451.263+210515.060,05 44 51.265,+21 05 15.04,19.600,19.563,52
PSO J054458.045+205345.823,05 44 58.048,+20 53 45.75,21.468,21.171,52
PSO J054444.721+210327.089,05 44 44.720,+21 03 27.05,21.655,22.142,52
PSO J054507.083+205311.972,05 45 07.084,+20 53 11.94,21.015,21.032,52
PSO J054441.491+205826.337,05 44 41.490,+20 58 26.25,21.713,21.847,52
PSO J054453.613+205420.071,05 44 53.613,+20 54 19.98,19.937,19.230,32
PSO J054447.560+210424.029,05 44 47.561,+21 04 24.00,19.248,19.250,60
PSO J054520.794+205338.455,05 45 20.797,+20 53 38.40,16.498,16.585,60
PSO J054459.252+205338.137,05 44 59.255,+20 53 38.08,19.105,19.085,52
PSO J054507.435+210648.960,05 45 07.436,+21 06 48.94,18.493,18.513,52
PSO J054441.329+210127.118,05 44 41.330,+21 01 27.05,23.448,21.993,52
PSO J054509.359+205309.338,05 45 09.361,+20 53 09.28,16.506,16.514,60
PSO J054440.721+205932.718,05 44 40.724,+20 59 32.69,20.659,20.725,52
PSO J054441.824+210154.833,05 44 41.824,+21 01 54.83,25.045,21.841,32
PSO J054530.417+205505.051,05 45 30.423,+20 55 04.95,21.409,22.066,52
PSO J054449.073+210448.485,05 44 49.076,+21 04 48.47,20.892,21.629,36
PSO J054507.560+210649.929,05 45 07.561,+21 06 49.93,21.621,21.897,32
PSO J054444.861+210332.975,05 44 44.863,+21 03 32.94,21.783,21.624,52
PSO J054443.850+210307.830,05 44 43.852,+21 03 07.80,18.182,18.177,60
PSO J054537.147+210238.113,05 45 37.149,+21 02 38.04,19.938,19.905,52
PSO J054453.214+205422.133,05 44 53.216,+20 54 22.07,21.092,21.010,52
PSO J054531.129+205513.831,05 45 31.128,+20 55 13.81,20.069,20.652,61
PSO J054447.728+205531.355,05 44 47.728,+20 55 31.30,20.267,21.231,37
PSO J054524.248+205359.969,05 45 24.249,+20 53 59.86,21.466,21.247,36
PSO J054520.047+205333.148,05 45 20.048,+20 53 33.02,21.626,21.780,52
PSO J054505.589+210647.145,05 45 05.592,+21 06 47.17,18.744,18.237,36
PSO J054505.200+210646.278,05 45 05.203,+21 06 46.32,21.437,22.127,37
PSO J054535.648+210321.680,05 45 35.647,+21 03 21.64,19.595,19.604,52
PSO J054538.582+210137.043,05 45 38.589,+21 01 36.96,20.523,20.838,53
PSO J054441.152+210120.773,05 44 41.153,+21 01 20.71,21.353,21.730,36
PSO J054530.704+210452.752,05 45 30.705,+21 04 52.75,21.146,21.888,37
PSO J054532.420+205533.294,05 45 32.421,+20 55 33.28,19.575,19.511,52
PSO J054440.875+210059.124,05 44 40.877,+21 00 59.07,18.244,18.223,60
PSO J054450.213+205454.998,05 44 50.219,+20 54 54.88,20.129,20.119,52
PSO J054458.101+210617.184,05 44 58.101,+21 06 17.18,20.767,20.866,60
PSO J054534.909+210340.279,05 45 34.909,+21 03 40.27,20.444,21.442,37
PSO J054440.704+210043.606,05 44 40.708,+21 00 43.55,20.306,20.284,52
PSO J054519.110+205327.745,05 45 19.112,+20 53 27.71,16.017,16.021,60
PSO J054539.456+205952.594,05 45 39.456,+20 59 52.54,18.117,18.098,60
PSO J054440.545+205948.229,05 44 40.545,+20 59 48.15,21.052,22.325,37
PSO J054539.192+210056.441,05 45 39.192,+21 00 56.39,15.684,15.687,60
PSO J054450.637+210511.380,05 44 50.640,+21 05 11.32,21.027,21.647,36
PSO J054523.638+210605.957,05 45 23.639,+21 06 05.97,20.111,21.104,52
PSO J054503.761+205316.610,05 45 03.763,+20 53 16.55,18.177,18.177,60
PSO J054539.118+210104.740,05 45 39.118,+21 01 04.70,17.351,17.342,60
PSO J054443.361+205703.136,05 44 43.364,+20 57 03.04,19.932,19.884,52
PSO J054509.537+205307.116,05 45 09.536,+20 53 06.99,20.171,20.143,52
PSO J054507.572+205308.393,05 45 07.574,+20 53 08.34,19.073,19.075,52
PSO J054530.830+210452.626,05 45 30.831,+21 04 52.63,21.648,22.176,32
PSO J054440.630+205920.560,05 44 40.632,+20 59 20.51,16.813,16.827,60
PSO J054539.500+210007.082,05 45 39.501,+21 00 07.04,22.535,22.026,52
PSO J054447.378+210425.563,05 44 47.381,+21 04 25.54,21.219,21.493,52
